Code,Long code,Experiment code,Compound code,Smiles,Centroid res,Downloaded,ConformerSites upload name,CanonSites upload name,CrystalformSites upload name,Quatassemblies upload name,Crystalforms upload name,ConformerSites short tag,CanonSites short tag,CrystalformSites short tag,Quatassemblies short tag,Crystalforms short tag,ConformerSites alias,CanonSites alias,CrystalformSites alias,Quatassemblies alias,Crystalforms alias,Pose,[Other] P2 Wave 1,[Other] P3 compound design,[Other] New,[Other] Active site fragment,[Other] S1 site,[Other] S1' site,[Other] S2 site,[Other] S3 site,[Other] S5 site,[Other] Covalent,[Series] Piperidine series,[Other] Sun-roof open,[Other] Fragment Screen,[Other] upload_1 2024-12-06,[Other] S4 site,[Other] Bogyo covalents,[Series] Indazole series,[Other] upload_061224,[Other] upload_2 2024-12-12
A0379a,A71EV2A-x0379_A_147_v1,A71EV2A-x0379,Z56960214,CNCc1ccc(C(F)(F)F)cc1,A71EV2A-x0379/A/38/A_v1,False,11a - A71EV2A-x0379/A/147,11 - A71EV2A-x0379/A/147/1,F1ah - A71EV2A-x0379/A/147/1,A1 - monomer,F1 - A71/2A/open,11a - A0379/A/147,11 - A0379/A/147/1,F1ah - A0379/A/147,A1 - monomer,F1 - A71/2A/open,11a - A0379/A/147,11 - A0379/A/147/1,F1ah - A0379/A/147,A1 - monomer,F1 - A71/2A/open,A0379a,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
A0396a,A71EV2A-x0396_A_147_v1,A71EV2A-x0396,Z57478994,COCc1nnc(N)s1,A71EV2A-x0396/A/31/A_v1,False,12a - A71EV2A-x0396/A/147,12 - A71EV2A-x0396/A/147/1,F1ai - A71EV2A-x0396/A/147/1,A1 - monomer,F1 - A71/2A/open,12a - A0396/A/147,12 - A0396/A/147/1,F1ai - A0396/A/147,A1 - monomer,F1 - A71/2A/open,12a - A0396/A/147,12 - A0396/A/147/1,F1ai - A0396/A/147,A1 - monomer,F1 - A71/2A/open,A0396a,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
A0412a,A71EV2A-x0412_A_147_v1,A71EV2A-x0412,Z68639747,CCn1c(NC(C)=O)nc2ccccc21,A71EV2A-x0412/A/119/A_v1,False,13a - A71EV2A-x0412/A/147,13 - A71EV2A-x0412/A/147/1,F1aj - A71EV2A-x0412/A/147/1,A1 - monomer,F1 - A71/2A/open,13a - A0412/A/147,13 - A0412/A/147/1,F1aj - A0412/A/147,A1 - monomer,F1 - A71/2A/open,13a - A0412/A/147,13 - A0412/A/147/1,F1aj - A0412/A/147,A1 - monomer,F1 - A71/2A/open,A0412a,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
A0351c,A71EV2A-x0351_A_201_v1,A71EV2A-x0351,Z53860899,CCS(=O)(=O)NCc1ccc2c(c1)OCO2,A71EV2A-x0432/A/61/A_v1,False,8a - A71EV2A-x0432/A/147,8 - A71EV2A-x0432/A/147/1,F2ae - A71EV2A-x0351/A/201/1,A1 - monomer,F2 - A71/2A/open/small/cell,8a - A0432/A/147,8 - A0432/A/147/1,F2ae - A0351/A/201,A1 - monomer,F2 - A71/2A/open/small/cell,8a - A0432/A/147,8 - A0432/A/147/1,F2ae - A0351/A/201,A1 - monomer,F2 - A71/2A/open/small/cell,A0351c,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
A0432a,A71EV2A-x0432_A_147_v1,A71EV2A-x0432,Z760031264,Nc1ccc(-c2ncno2)cc1,A71EV2A-x0432/A/61/A_v1,False,8a - A71EV2A-x0432/A/147,8 - A71EV2A-x0432/A/147/1,F2ae - A71EV2A-x0351/A/201/1,A1 - monomer,F2 - A71/2A/open/small/cell,8a - A0432/A/147,8 - A0432/A/147/1,F2ae - A0351/A/201,A1 - monomer,F2 - A71/2A/open/small/cell,8a - A0432/A/147,8 - A0432/A/147/1,F2ae - A0351/A/201,A1 - monomer,F2 - A71/2A/open/small/cell,A0432a,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
A0486a,A71EV2A-x0486_A_147_v1,A71EV2A-x0486,Z1148165337,CN(C)C(=O)Cn1ncc2ccccc21,A71EV2A-x0486/A/143/A_v1,False,6a - A71EV2A-x0486/A/147,6 - A71EV2A-x0486/A/147/1,F1ac - A71EV2A-x0486/A/147/1,A1 - monomer,F1 - A71/2A/open,6a - A0486/A/147,6 - A0486/A/147/1,F1ac - A0486/A/147,A1 - monomer,F1 - A71/2A/open,6a - A0486/A/147,6 - A0486/A/147/1,F1ac - A0486/A/147,A1 - monomer,F1 - A71/2A/open,A0486a,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
A0309a,A71EV2A-x0309_A_147_v1,A71EV2A-x0309,Z1685106505,Cn1ccnc1-c1noc(C2CCC2)n1,A71EV2A-x0486/A/143/A_v1,False,6a - A71EV2A-x0486/A/147,6 - A71EV2A-x0486/A/147/1,F1ac - A71EV2A-x0486/A/147/1,A1 - monomer,F1 - A71/2A/open,6a - A0486/A/147,6 - A0486/A/147/1,F1ac - A0486/A/147,A1 - monomer,F1 - A71/2A/open,6a - A0486/A/147,6 - A0486/A/147/1,F1ac - A0486/A/147,A1 - monomer,F1 - A71/2A/open,A0309a,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
A0608a,A71EV2A-x0608_A_147_v1,A71EV2A-x0608,Z2064898339,Cc1ccc(CC(=O)NC[C@@H]2CCCO2)cc1,A71EV2A-x0486/A/143/A_v1,False,6a - A71EV2A-x0486/A/147,6 - A71EV2A-x0486/A/147/1,F1ac - A71EV2A-x0486/A/147/1,A1 - monomer,F1 - A71/2A/open,6a - A0486/A/147,6 - A0486/A/147/1,F1ac - A0486/A/147,A1 - monomer,F1 - A71/2A/open,6a - A0486/A/147,6 - A0486/A/147/1,F1ac - A0486/A/147,A1 - monomer,F1 - A71/2A/open,A0608a,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
A0239a,A71EV2A-x0239_A_147_v1,A71EV2A-x0239,Z438067480,CCC(=O)NCc1nnc2n1CCCC2,A71EV2A-x0486/A/143/A_v1,False,6a - A71EV2A-x0486/A/147,6 - A71EV2A-x0486/A/147/1,F1ac - A71EV2A-x0486/A/147/1,A1 - monomer,F1 - A71/2A/open,6a - A0486/A/147,6 - A0486/A/147/1,F1ac - A0486/A/147,A1 - monomer,F1 - A71/2A/open,6a - A0486/A/147,6 - A0486/A/147/1,F1ac - A0486/A/147,A1 - monomer,F1 - A71/2A/open,A0239a,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
A0488a,A71EV2A-x0488_A_147_v1,A71EV2A-x0488,Z1154747269,O=c1ccncn1CCO,A71EV2A-x0488/A/68/A_v1,False,7b - A71EV2A-x0488/A/147,7 - A71EV2A-x0488/A/147/1,F1ad - A71EV2A-x0488/A/147/1,A1 - monomer,F1 - A71/2A/open,7b - A0488/A/147,7 - A0488/A/147/1,F1ad - A0488/A/147,A1 - monomer,F1 - A71/2A/open,7b - A0488/A/147,7 - A0488/A/147/1,F1ad - A0488/A/147,A1 - monomer,F1 - A71/2A/open,A0488a,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
A0202b,A71EV2A-x0202_A_201_v1,A71EV2A-x0202,Z3765495818,NS(=O)(=O)c1cnc2cccnn12,A71EV2A-x0488/A/68/A_v1,False,7a - A71EV2A-x0202/A/201,7 - A71EV2A-x0488/A/147/1,F1ad - A71EV2A-x0488/A/147/1,A1 - monomer,F1 - A71/2A/open,7a - A0202/A/201,7 - A0488/A/147/1,F1ad - A0488/A/147,A1 - monomer,F1 - A71/2A/open,7a - A0202/A/201,7 - A0488/A/147/1,F1ad - A0488/A/147,A1 - monomer,F1 - A71/2A/open,A0202b,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
A1081a,A71EV2A-x1081_A_147_v1,A71EV2A-x1081,Z1741976468,O=C1NCCN1,A71EV2A-x0488/A/68/A_v1,False,7c - A71EV2A-x1081/A/147,7 - A71EV2A-x0488/A/147/1,F1ad - A71EV2A-x0488/A/147/1,A1 - monomer,F1 - A71/2A/open,7c - A1081/A/147,7 - A0488/A/147/1,F1ad - A0488/A/147,A1 - monomer,F1 - A71/2A/open,7c - A1081/A/147,7 - A0488/A/147/1,F1ad - A0488/A/147,A1 - monomer,F1 - A71/2A/open,A1081a,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
A1084a,A71EV2A-x1084_A_147_v1,A71EV2A-x1084,Z1415893881,NC(=O)C1(N)CC1,A71EV2A-x0488/A/68/A_v1,False,7d - A71EV2A-x1084/A/147,7 - A71EV2A-x0488/A/147/1,F1ad - A71EV2A-x0488/A/147/1,A1 - monomer,F1 - A71/2A/open,7d - A1084/A/147,7 - A0488/A/147/1,F1ad - A0488/A/147,A1 - monomer,F1 - A71/2A/open,7d - A1084/A/147,7 - A0488/A/147/1,F1ad - A0488/A/147,A1 - monomer,F1 - A71/2A/open,A1084a,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
A0517a,A71EV2A-x0517_A_147_v1,A71EV2A-x0517,Z1203107138,CCn1cc(C(=O)NCc2ccc(F)cc2)cn1,A71EV2A-x0517/A/43/A_v1,False,9a - A71EV2A-x0517/A/147,9 - A71EV2A-x0517/A/147/1,F1af - A71EV2A-x0517/A/147/1,A1 - monomer,F1 - A71/2A/open,9a - A0517/A/147,9 - A0517/A/147/1,F1af - A0517/A/147,A1 - monomer,F1 - A71/2A/open,9a - A0517/A/147,9 - A0517/A/147/1,F1af - A0517/A/147,A1 - monomer,F1 - A71/2A/open,A0517a,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
A0571a,A71EV2A-x0571_A_147_v1,A71EV2A-x0571,Z1270393711,COCc1cc(C(N)=O)no1,A71EV2A-x0517/A/43/A_v1,False,9a - A71EV2A-x0517/A/147,9 - A71EV2A-x0517/A/147/1,F1af - A71EV2A-x0517/A/147/1,A1 - monomer,F1 - A71/2A/open,9a - A0517/A/147,9 - A0517/A/147/1,F1af - A0517/A/147,A1 - monomer,F1 - A71/2A/open,9a - A0517/A/147,9 - A0517/A/147/1,F1af - A0517/A/147,A1 - monomer,F1 - A71/2A/open,A0571a,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
A0469a,A71EV2A-x0469_A_147_v1,A71EV2A-x0469,Z104924088,CC(C)N1CCN(c2ncccn2)CC1,A71EV2A-x0525/A/90/A_v1,False,5b - A71EV2A-x0469/A/147,5 - A71EV2A-x0525/A/246/1,F1ab - A71EV2A-x0525/A/246/1,A1 - monomer,F1 - A71/2A/open,5b - A0469/A/147,5 - A0525/A/246/1,F1ab - A0525/A/246,A1 - monomer,F1 - A71/2A/open,5b - A0469/A/147,5 - A0525/A/246/1,F1ab - A0525/A/246,A1 - monomer,F1 - A71/2A/open,A0469a,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
A0525a,A71EV2A-x0525_A_246_v1,A71EV2A-x0525,Z1216861874,O=c1ccc(OC(F)F)c[nH]1,A71EV2A-x0525/A/90/A_v1,False,5c - A71EV2A-x0525/A/246,5 - A71EV2A-x0525/A/246/1,F1ab - A71EV2A-x0525/A/246/1,A1 - monomer,F1 - A71/2A/open,5c - A0525/A/246,5 - A0525/A/246/1,F1ab - A0525/A/246,A1 - monomer,F1 - A71/2A/open,5c - A0525/A/246,5 - A0525/A/246/1,F1ab - A0525/A/246,A1 - monomer,F1 - A71/2A/open,A0525a,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
A0540a,A71EV2A-x0540_A_147_v1,A71EV2A-x0540,Z124039706,N#Cc1ccc(CNCc2ccc(F)cc2)cc1,A71EV2A-x0525/A/90/A_v1,False,5c - A71EV2A-x0525/A/246,5 - A71EV2A-x0525/A/246/1,F1ab - A71EV2A-x0525/A/246/1,A1 - monomer,F1 - A71/2A/open,5c - A0525/A/246,5 - A0525/A/246/1,F1ab - A0525/A/246,A1 - monomer,F1 - A71/2A/open,5c - A0525/A/246,5 - A0525/A/246/1,F1ab - A0525/A/246,A1 - monomer,F1 - A71/2A/open,A0540a,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
A0278a,A71EV2A-x0278_A_201_v1,A71EV2A-x0278,Z1491353358,N[C@H]1CCN(S(=O)(=O)c2ccccc2)C1,A71EV2A-x0525/A/90/A_v1,False,5c - A71EV2A-x0525/A/246,5 - A71EV2A-x0525/A/246/1,F1ab - A71EV2A-x0525/A/246/1,A1 - monomer,F1 - A71/2A/open,5c - A0525/A/246,5 - A0525/A/246/1,F1ab - A0525/A/246,A1 - monomer,F1 - A71/2A/open,5c - A0525/A/246,5 - A0525/A/246/1,F1ab - A0525/A/246,A1 - monomer,F1 - A71/2A/open,A0278a,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
A0152a,A71EV2A-x0152_A_147_v1,A71EV2A-x0152,Z31602870,O=C1CN(C(=O)COc2ccccc2)CCN1,A71EV2A-x0525/A/90/A_v1,False,5c - A71EV2A-x0525/A/246,5 - A71EV2A-x0525/A/246/1,F1ab - A71EV2A-x0525/A/246/1,A1 - monomer,F1 - A71/2A/open,5c - A0525/A/246,5 - A0525/A/246/1,F1ab - A0525/A/246,A1 - monomer,F1 - A71/2A/open,5c - A0525/A/246,5 - A0525/A/246/1,F1ab - A0525/A/246,A1 - monomer,F1 - A71/2A/open,A0152a,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
A0228a,A71EV2A-x0228_A_147_v1,A71EV2A-x0228,Z425757818,CS(=O)(=O)N1CCC(O)CC1,A71EV2A-x0525/A/90/A_v1,False,5c - A71EV2A-x0525/A/246,5 - A71EV2A-x0525/A/246/1,F1ab - A71EV2A-x0525/A/246/1,A1 - monomer,F1 - A71/2A/open,5c - A0525/A/246,5 - A0525/A/246/1,F1ab - A0525/A/246,A1 - monomer,F1 - A71/2A/open,5c - A0525/A/246,5 - A0525/A/246/1,F1ab - A0525/A/246,A1 - monomer,F1 - A71/2A/open,A0228a,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
A0229a,A71EV2A-x0229_A_147_v1,A71EV2A-x0229,Z426041412,CS(=O)(=O)Nc1ccc(CN)cc1,A71EV2A-x0525/A/90/A_v1,False,5c - A71EV2A-x0525/A/246,5 - A71EV2A-x0525/A/246/1,F1ab - A71EV2A-x0525/A/246/1,A1 - monomer,F1 - A71/2A/open,5c - A0525/A/246,5 - A0525/A/246/1,F1ab - A0525/A/246,A1 - monomer,F1 - A71/2A/open,5c - A0525/A/246,5 - A0525/A/246/1,F1ab - A0525/A/246,A1 - monomer,F1 - A71/2A/open,A0229a,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
A0359a,A71EV2A-x0359_A_147_v1,A71EV2A-x0359,Z54750053,CN(C)Cc1ccc(C#N)cc1,A71EV2A-x0525/A/90/A_v1,False,5a - A71EV2A-x0359/A/147,5 - A71EV2A-x0525/A/246/1,F1ab - A71EV2A-x0525/A/246/1,A1 - monomer,F1 - A71/2A/open,5a - A0359/A/147,5 - A0525/A/246/1,F1ab - A0525/A/246,A1 - monomer,F1 - A71/2A/open,5a - A0359/A/147,5 - A0525/A/246/1,F1ab - A0525/A/246,A1 - monomer,F1 - A71/2A/open,A0359a,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
A0450a,A71EV2A-x0450_A_201_v1,A71EV2A-x0450,Z100642432,CN(C)C(=O)c1ccc(F)cc1Br,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F2b - A71EV2A-x0450/A/201/1,A1 - monomer,F2 - A71/2A/open/small/cell,1a - A0526/A/147,1 - A0526/A/147/1,F2b - A0450/A/201,A1 - monomer,F2 - A71/2A/open/small/cell,1a - A0526/A/147,1 - Active Site,F2b - A0450/A/201,A1 - monomer,F2 - A71/2A/open/small/cell,A0450a,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False
A0451a,A71EV2A-x0451_A_201_v1,A71EV2A-x0451,Z100643660,CNC(=O)c1cn(C)c2ccccc12,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A0451a,False,False,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False
A0473a,A71EV2A-x0473_A_147_v1,A71EV2A-x0473,Z1082839290,O=S(=O)(NC1CCCC1)C1CCOCC1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A0473a,False,False,True,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False
A0487a,A71EV2A-x0487_A_250_v1,A71EV2A-x0487,Z1148747945,CC(=O)Nc1ccncc1C,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F3c - A71EV2A-x0487/A/250/1,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - A0526/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - Active Site,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,A0487a,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False
A0501b,A71EV2A-x0501_A_152_v1,A71EV2A-x0501,Z1198177230,COc1ccccc1-c1nnco1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F3d - A71EV2A-x0501/A/152/1,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - A0526/A/147/1,F3d - A0501/A/152,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - Active Site,F3d - A0501/A/152,A1 - monomer,F3 - A71/2A/open/long/cell,A0501a,False,False,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False
A0501a,A71EV2A-x0501_A_151_v1,A71EV2A-x0501,Z1198177230,COc1ccccc1-c1nnco1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F3c - A71EV2A-x0487/A/250/1,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - A0526/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - Active Site,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,A0501a,False,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False
A0514a,A71EV2A-x0514_B_151_v1,A71EV2A-x0514,Z1201620232,COc1ccc2sc(N)nc2c1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F3c - A71EV2A-x0487/A/250/1,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - A0526/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - Active Site,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,A0514a,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False
A0515a,A71EV2A-x0515_A_201_v1,A71EV2A-x0515,Z1201621547,COC(=O)c1ccncc1N,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F2b - A71EV2A-x0450/A/201/1,A1 - monomer,F2 - A71/2A/open/small/cell,1a - A0526/A/147,1 - A0526/A/147/1,F2b - A0450/A/201,A1 - monomer,F2 - A71/2A/open/small/cell,1a - A0526/A/147,1 - Active Site,F2b - A0450/A/201,A1 - monomer,F2 - A71/2A/open/small/cell,A0515a,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False
A0526a,A71EV2A-x0526_A_147_v1,A71EV2A-x0526,Z1217131798,Cc1nccn1-c1cccnc1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A0526a,False,False,True,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False
A0528a,A71EV2A-x0528_A_147_v1,A71EV2A-x0528,Z1217960891,CN1CC[C@@H](Oc2cccc(F)c2)C1=O,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F2b - A71EV2A-x0450/A/201/1,A1 - monomer,F2 - A71/2A/open/small/cell,1a - A0526/A/147,1 - A0526/A/147/1,F2b - A0450/A/201,A1 - monomer,F2 - A71/2A/open/small/cell,1a - A0526/A/147,1 - Active Site,F2b - A0450/A/201,A1 - monomer,F2 - A71/2A/open/small/cell,A0528a,False,False,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False
A0554a,A71EV2A-x0554_A_201_v1,A71EV2A-x0554,Z1255459547,CC(=O)Nc1cccc2cc[nH]c12,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A0554a,False,False,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False
A0556a,A71EV2A-x0556_A_147_v1,A71EV2A-x0556,Z1259207775,Cn1cc(N)c(C(=O)NC2CCC2)n1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A0556a,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False
A0566a,A71EV2A-x0566_A_147_v1,A71EV2A-x0566,Z1267800292,CNC(=O)c1cccc2cc[nH]c12,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1e - A71EV2A-x0566/A/147/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1e - A0566/A/147,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1e - A0566/A/147,A1 - monomer,F1 - A71/2A/open,A0566a,False,False,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False
A0310a,A71EV2A-x0310_A_147_v1,A71EV2A-x0310,Z1688504114,Cc1nn(C)c(C)c1NC(=O)CC#N,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A0310a,False,False,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False
A0207a,A71EV2A-x0207_A_151_v1,A71EV2A-x0207,Z384361454,Cc1cc(C(=O)NC[C@@H]2CCOC2)on1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F3c - A71EV2A-x0487/A/250/1,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - A0526/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - Active Site,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,A0207a,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False
A0237a,A71EV2A-x0237_A_151_v1,A71EV2A-x0237,Z437516460,Cc1ccc(CNC(=O)C2CCC2)cn1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F3c - A71EV2A-x0487/A/250/1,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - A0526/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - Active Site,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,A0237a,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False
A0351a,A71EV2A-x0351_A_301_v1,A71EV2A-x0351,Z53860899,CCS(=O)(=O)NCc1ccc2c(c1)OCO2,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F2b - A71EV2A-x0450/A/201/1,A1 - monomer,F2 - A71/2A/open/small/cell,1a - A0526/A/147,1 - A0526/A/147/1,F2b - A0450/A/201,A1 - monomer,F2 - A71/2A/open/small/cell,1a - A0526/A/147,1 - Active Site,F2b - A0450/A/201,A1 - monomer,F2 - A71/2A/open/small/cell,A0351a,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False
A0365a,A71EV2A-x0365_A_201_v1,A71EV2A-x0365,Z558511008,Cn1ccc(NCc2ccccc2)n1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F2b - A71EV2A-x0450/A/201/1,A1 - monomer,F2 - A71/2A/open/small/cell,1a - A0526/A/147,1 - A0526/A/147/1,F2b - A0450/A/201,A1 - monomer,F2 - A71/2A/open/small/cell,1a - A0526/A/147,1 - Active Site,F2b - A0450/A/201,A1 - monomer,F2 - A71/2A/open/small/cell,A0365a,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False
A0375b,A71EV2A-x0375_A_301_v1,A71EV2A-x0375,Z56921372,COc1ccccc1NC(N)=S,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A0375a,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False
